原始链接,新链接,源内容ID,目标内容ID
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/20121011134019491.jpg,/static/upfiles/old/20121011134019491.jpg,637,323
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2013101283134817.jpg,/static/upfiles/old/2013101283134817.jpg,654,336
http://player.youku.com/player.php/sid/XMTQ4MjgyMTY2MA==/v.swf,/static/upfiles/old/v.swf,735,371
/upfiles/image/20160419090030.png,/static/upfiles/old/20160419090030.png,760,375
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710153121690.jpg,/static/upfiles/old/2012710153121690.jpg,630,317
http://player.56.com/v_58486955.swf,/static/upfiles/old/v_58486955.swf,554,292
/upfiles/image/20180717212229.jpg,/static/upfiles/old/20180717212229.jpg,816,411
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140930142529.jpg,/static/upfiles/old/20140930142529.jpg,668,345
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/10041211A5E.jpg,/static/upfiles/old/10041211A5E.jpg,456,285
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710145017113.jpg,/static/upfiles/old/2012710145017113.jpg,626,314
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140930143731.jpg,/static/upfiles/old/20140930143731.jpg,668,345
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/10061708A80.jpg,/static/upfiles/old/10061708A80.jpg,459,288
http://player.youku.com/player.php/sid/XMzEzNTMwNDg0/v.swf,/static/upfiles/old/v.swf,614,303
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140714091534.jpg,/static/upfiles/old/20140714091534.jpg,664,342
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012320161935571.jpg,/static/upfiles/old/2012320161935571.jpg,624,312
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201310128314441.jpg,/static/upfiles/old/201310128314441.jpg,654,336
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201181594957717.jpg,/static/upfiles/old/201181594957717.jpg,589,297
/upfiles/image/20180704133841.png,/static/upfiles/old/20180704133841.png,815,410
/upfiles/image/20161013095041.png,/static/upfiles/old/20161013095041.png,769,381
/upfiles/image/20190703172622.jpg,/static/upfiles/old/20190703172622.jpg,823,416
/upfiles/image/20171123132405.jpg,/static/upfiles/old/20171123132405.jpg,796,396
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/081023083BC.jpg,/static/upfiles/old/081023083BC.jpg,439,268
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201351392959215.jpg,/static/upfiles/old/201351392959215.jpg,650,332
/upfiles/image/20160216080016.jpg,/static/upfiles/old/20160216080016.jpg,734,370
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/20135991923541.jpg,/static/upfiles/old/20135991923541.jpg,647,331
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710151556682.jpg,/static/upfiles/old/2012710151556682.jpg,628,316
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012727145314591.jpg,/static/upfiles/old/2012727145314591.jpg,632,319
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012320162037957.jpg,/static/upfiles/old/2012320162037957.jpg,624,312
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201388112943390.jpg,/static/upfiles/old/201388112943390.jpg,653,335
/upfiles/image/20160216080053.jpg,/static/upfiles/old/20160216080053.jpg,734,370
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/20137269024690.jpg,/static/upfiles/old/20137269024690.jpg,651,333
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012101113396269.jpg,/static/upfiles/old/2012101113396269.jpg,637,323
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2011810143045952.jpg,/static/upfiles/old/2011810143045952.jpg,588,296
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2013101283057516.jpg,/static/upfiles/old/2013101283057516.jpg,654,336
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/20118159508776.jpg,/static/upfiles/old/20118159508776.jpg,589,297
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/081231119AF.jpg,/static/upfiles/old/081231119AF.jpg,443,272
/upfiles/image/20181229104732.jpg,/static/upfiles/old/20181229104732.jpg,819,413
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/10061708AA7.jpg,/static/upfiles/old/10061708AA7.jpg,459,288
/upfiles/image/20150930134844.png,/static/upfiles/old/20150930134844.png,702,361
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710145633623.jpg,/static/upfiles/old/2012710145633623.jpg,627,315
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140901083220.jpg,/static/upfiles/old/20140901083220.jpg,666,344
/upfiles/image/20180117082639.png,/static/upfiles/old/20180117082639.png,803,401
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20150511121249.jpg,/static/upfiles/old/20150511121249.jpg,692,357
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140930142624.jpg,/static/upfiles/old/20140930142624.jpg,668,345
/upfiles/image/20160125123526.png,/static/upfiles/old/20160125123526.png,730,368
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140711145034.jpg,/static/upfiles/old/20140711145034.jpg,662,340
/upfiles/image/20180102153640.jpg,/static/upfiles/old/20180102153640.jpg,802,400
/upfiles/image/20180303093827.jpg,/static/upfiles/old/20180303093827.jpg,810,405
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012731154313322.jpg,/static/upfiles/old/2012731154313322.jpg,632,319
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012127134652201.jpg,/static/upfiles/old/2012127134652201.jpg,643,327
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2013220102556907.jpg,/static/upfiles/old/2013220102556907.jpg,646,330
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710151545959.jpg,/static/upfiles/old/2012710151545959.jpg,628,316
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201211282456961.jpg,/static/upfiles/old/201211282456961.jpg,621,309
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140930142427.jpg,/static/upfiles/old/20140930142427.jpg,668,345
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20141020083347.jpg,/static/upfiles/old/20141020083347.jpg,670,347
http://player.youku.com/player.php/sid/XMzEyNjU0NTM2/v.swf,/static/upfiles/old/v.swf,610,301
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2011810143029540.jpg,/static/upfiles/old/2011810143029540.jpg,588,296
/upfiles/image/20180102153701.jpg,/static/upfiles/old/20180102153701.jpg,802,400
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2013599175856.jpg,/static/upfiles/old/2013599175856.jpg,647,331
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/10041211A77.jpg,/static/upfiles/old/10041211A77.jpg,456,285
/upfiles/image/20191009110217.jpg,/static/upfiles/old/20191009110217.jpg,825,417
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/10061708A88.jpg,/static/upfiles/old/10061708A88.jpg,459,288
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710145042589.jpg,/static/upfiles/old/2012710145042589.jpg,626,314
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710153058387.jpg,/static/upfiles/old/2012710153058387.jpg,630,317
/upfiles/image/20180717212208.jpg,/static/upfiles/old/20180717212208.jpg,816,411
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140901083438.jpg,/static/upfiles/old/20140901083438.jpg,666,344
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/0809251440B.jpg,/static/upfiles/old/0809251440B.jpg,434,263
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20141127145822.jpg,/static/upfiles/old/20141127145822.jpg,671,348
/upfiles/image/20150713132742.jpg,/static/upfiles/old/20150713132742.jpg,696,359
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2013220102557280.jpg,/static/upfiles/old/2013220102557280.jpg,646,330
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012127134719390.jpg,/static/upfiles/old/2012127134719390.jpg,643,327
/upfiles/image/20160728173338.png,/static/upfiles/old/20160728173338.png,767,379
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201273115438761.jpg,/static/upfiles/old/201273115438761.jpg,632,319
/upfiles/image/20180203160443.png,/static/upfiles/old/20180203160443.png,806,403
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20141127145853.jpg,/static/upfiles/old/20141127145853.jpg,671,348
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140901083316.jpg,/static/upfiles/old/20140901083316.jpg,666,344
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/091020091AA.jpg,/static/upfiles/old/091020091AA.jpg,451,280
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140711145126.jpg,/static/upfiles/old/20140711145126.jpg,662,340
/upfiles/image/20160118075008.jpg,/static/upfiles/old/20160118075008.jpg,728,366
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/09102009140.jpg,/static/upfiles/old/09102009140.jpg,451,280
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140711144358.jpg,/static/upfiles/old/20140711144358.jpg,662,340
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2013101283144735.jpg,/static/upfiles/old/2013101283144735.jpg,654,336
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20150423104642.jpg,/static/upfiles/old/20150423104642.jpg,691,356
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140714091225.jpg,/static/upfiles/old/20140714091225.jpg,664,342
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012119134021363.jpg,/static/upfiles/old/2012119134021363.jpg,639,325
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/20118298444567.jpg,/static/upfiles/old/20118298444567.jpg,608,299
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/09080315125.jpg,/static/upfiles/old/09080315125.jpg,449,278
/upfiles/image/20160216075553.jpg,/static/upfiles/old/20160216075553.jpg,733,369
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201211913429539.jpg,/static/upfiles/old/201211913429539.jpg,639,325
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140711150024.jpg,/static/upfiles/old/20140711150024.jpg,663,341
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012119134122714.jpg,/static/upfiles/old/2012119134122714.jpg,639,325
/upfiles/image/20191217164954.png,/static/upfiles/old/20191217164954.png,827,419
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012320162126618.jpg,/static/upfiles/old/2012320162126618.jpg,624,312
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/080813080BD.jpg,/static/upfiles/old/080813080BD.jpg,432,261
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710144759473.jpg,/static/upfiles/old/2012710144759473.jpg,626,314
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20150310084228.jpg,/static/upfiles/old/20150310084228.jpg,677,353
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201182984357286.jpg,/static/upfiles/old/201182984357286.jpg,607,298
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20140714091649.jpg,/static/upfiles/old/20140714091649.jpg,664,342
/upfiles/image/20190130075542.jpg,/static/upfiles/old/20190130075542.jpg,820,414
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/20137169726312.jpg,/static/upfiles/old/20137169726312.jpg,651,333
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/201182984357286.jpg,/static/upfiles/old/201182984357286.jpg,608,299
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20141127145807.jpg,/static/upfiles/old/20141127145807.jpg,671,348
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile2/2012710153126570.jpg,/static/upfiles/old/2012710153126570.jpg,630,317
/upfiles/image/20180704133736.png,/static/upfiles/old/20180704133736.png,815,410
http://www.tttou.com.cn/sanyuan-img/upfiles/UploadFile/0908031507F.jpg,/static/upfiles/old/0908031507F.jpg,449,278
/upfiles/image/20161129154744.jpg,/static/upfiles/old/20161129154744.jpg,772,383
http://www.tttou.com.cn/sanyuan-img/upfiles/image/20150421134206.jpg,/static/upfiles/old/20150421134206.jpg,689,355
